-1.95 -1785.21 3.19323e+06 6264.36 915.492 0.223073 0.446146 513 233.446 54602.1 104.89 0.455061 0.00146675 0.00097847
-2 -1999.4 4.00444e+06 6830.95 999.701 0.243592 0.487184 513 254.454 64855.4 108.359 0.496013 0.00146675 0.00097847
-2.05 -2212.32 4.90106e+06 6717.47 1079.18 0.262958 0.525916 513 274.227 75301.6 101.106 0.534556 0.00146675 0.00097847
-2.1 -2425.04 5.88818e+06 7345.53 1154.78 0.28138 0.562759 513 293.01 85959.8 105.112 0.571169 0.00146675 0.00097847
-2.15 -2659.44 7.08024e+06 7641.18 1236.95 0.3014 0.6028 513 313.416 98333.5 103.992 0.610947 0.00146675 0.00097847
-2.2 -2877.91 8.28993e+06 7556.13 1308.14 0.318748 0.637496 513 331.033 109681 98.0542 0.645289 0.00146675 0.00097847
-2.25 -3118.3 9.73165e+06 7860.27 1385.91 0.337698 0.675395 513 350.314 122817 97.3213 0.682874 0.00146675 0.00097847
-2.3 -3324.57 1.10606e+07 7832 1445.47 0.352209 0.704418 513 364.996 133314 92.5352 0.711493 0.00146675 0.00097847
-2.35 -3564.85 1.27154e+07 7323.77 1516.96 0.369628 0.739257 513 382.689 146534 82.7122 0.745983 0.00146675 0.00097847
-2.4 -3783.27 1.43206e+07 7506.25 1576.36 0.384104 0.768207 513 397.335 157956 81.2534 0.774532 0.00146675 0.00097847
-2.45 -3994.43 1.5964e+07 8552.84 1630.38 0.397266 0.794531 513 410.635 168710 88.8777 0.800457 0.00146675 0.00097847
-2.5 -4205.16 1.76915e+07 8103.37 1682.06 0.40986 0.81972 513 423.355 179310 80.7605 0.825253 0.00146675 0.00097847
-2.55 -4420.27 1.95462e+07 7328.19 1733.44 0.422378 0.844757 513 436.013 190177 69.9811 0.849928 0.00146675 0.00097847
-2.6 -4604.15 2.1205e+07 6793.14 1770.83 0.431488 0.862977 513 445.16 198230 62.3032 0.867759 0.00146675 0.00097847
-2.65 -4797.54 2.30231e+07 6706.1 1810.39 0.441128 0.882257 513 454.865 206961 59.1082 0.886676 0.00146675 0.00097847
-2.7 -4985.12 2.486e+07 8581.31 1846.34 0.449888 0.899775 513 463.682 215074 73.2197 0.903864 0.00146675 0.00097847
-2.75 -5152.57 2.65576e+07 8603.06 1873.66 0.456546 0.913091 513 470.342 221293 70.6871 0.916847 0.00146675 0.00097847
-2.8 -5321.82 2.83294e+07 7630.84 1900.65 0.463121 0.926243 513 476.928 227521 60.3724 0.929685 0.00146675 0.00097847
-2.85 -5480.12 3.00422e+07 10473.1 1922.85 0.468531 0.937062 513 482.333 232726 80.3346 0.94022 0.00146675 0.00097847
-2.9 -5633.35 3.17406e+07 6001.54 1942.53 0.473327 0.946654 513 487.11 237321 44.1632 0.949533 0.00146675 0.00097847
-2.95 -5779.92 3.34154e+07 7856.37 1959.3 0.477411 0.954822 513 491.174 241308 56.0447 0.957455 0.00146675 0.00097847
-3 -5918.24 3.50322e+07 6660.8 1972.75 0.480689 0.961378 513 494.415 244492 45.9187 0.963771 0.00146675 0.00097847
-4 -8179.95 6.69267e+07 15070.1 2044.99 0.498291 0.996583 513 511.419 261608 58.8079 0.996918 0.00146675 0.00097847
-6 -12286.3 1.50983e+08 29831.3 2047.72 0.498956 0.997913 513 511.932 262126 51.79 0.997919 0.00146675 0.00097847
-8 -16373.5 2.68168e+08 75252.9 2046.69 0.498706 0.997413 513 511.673 261883 73.488 0.997413 0.00146675 0.00097847
