-0.01 -0.0415393 0.00296954 0.00124403 4.15393 0.00101217 0.00101217 1026 1.55735 3.9759 1.55055 0.00151789 0.00244522 0.00195694
-0.05 -0.235337 0.0910447 0.0356612 4.70674 0.00114687 0.00114687 1026 1.74008 4.76329 1.73541 0.00169598 0.00244522 0.00195694
-0.1 -0.546391 0.46731 0.168767 5.46391 0.00133136 0.00133136 1026 1.98371 5.90621 1.9711 0.00193344 0.00244522 0.00195694
-0.15 -0.959414 1.37331 0.452833 6.39609 0.0015585 0.0015585 1026 2.28388 7.50662 2.29048 0.00222601 0.00244522 0.00195694
-0.2 -1.48711 3.15751 0.946023 7.43553 0.00181178 0.00181178 1026 2.61092 9.41779 2.60089 0.00254476 0.00244522 0.00195694
-0.25 -2.19445 6.58147 1.76587 8.77779 0.00213884 0.00213884 1026 3.02536 12.1509 2.9981 0.0029487 0.00244522 0.00195694
-0.3 -3.10179 12.6589 3.03777 10.3393 0.00251932 0.00251932 1026 3.50675 15.7726 3.47529 0.00341789 0.00244522 0.00195694
-0.35 -4.2394 22.8643 4.89173 12.1126 0.00295141 0.00295141 1026 4.04166 20.3235 3.9884 0.00393924 0.00244522 0.00195694
-0.4 -5.74529 40.6751 7.66677 14.3632 0.00349981 0.00349981 1026 4.71347 26.8777 4.66087 0.00459403 0.00244522 0.00195694
-0.45 -7.62256 69.7527 11.6492 16.939 0.00412744 0.00412744 1026 5.46519 35.2974 5.42909 0.0053267 0.00244522 0.00195694
-0.5 -10.004 117.196 17.1164 20.008 0.00487524 0.00487524 1026 6.35638 46.6788 6.2752 0.0061953 0.00244522 0.00195694
-0.55 -13.1362 197.345 24.786 23.884 0.00581968 0.00581968 1026 7.47424 63.1856 7.32137 0.00728483 0.00244522 0.00195694
-0.6 -16.939 322.19 35.2606 28.2316 0.00687906 0.00687906 1026 8.70173 84.2502 8.53014 0.00848122 0.00244522 0.00195694
-0.65 -21.942 531.275 49.8234 33.7569 0.00822537 0.00822537 1026 10.2579 115.234 10.0085 0.00999798 0.00244522 0.00195694
-0.7 -28.0241 854.154 68.802 40.0345 0.00975499 0.00975499 1026 11.9966 155.554 11.6354 0.0116926 0.00244522 0.00195694
-0.75 -35.7587 1372.58 93.895 47.6782 0.0116175 0.0116175 1026 14.1049 212.502 13.5529 0.0137475 0.00244522 0.00195694
-0.8 -45.727 2220.52 129.564 57.1587 0.0139276 0.0139276 1026 16.7091 295.331 16.1386 0.0162856 0.00244522 0.00195694
-0.85 -57.5954 3490.15 172.923 67.7593 0.0165105 0.0165105 1026 19.5711 401.716 18.6891 0.0190751 0.00244522 0.00195694
-0.9 -72.811 5534.03 232.583 80.9012 0.0197128 0.0197128 1026 23.1114 556.163 22.0243 0.0225258 0.00244522 0.00195694
-0.95 -91.8713 8745.02 304.685 96.7066 0.023564 0.023564 1026 27.3457 773.257 25.4721 0.0266527 0.00244522 0.00195694
-1 -116.391 13955.7 408.881 116.391 0.0283603 0.0283603 1026 32.585 1092.14 30.3607 0.0317593 0.00244522 0.00195694
-1.05 -144.252 21331.3 522.718 137.383 0.0334753 0.0334753 1026 38.1137 1487.28 34.6247 0.0371478 0.00244522 0.00195694
-1.1 -178.57 32558.2 670.97 162.336 0.0395556 0.0395556 1026 44.655 2033.98 39.912 0.0435234 0.00244522 0.00195694
-1.15 -223.159 50681.6 881.785 194.051 0.0472834 0.0472834 1026 52.9546 2851.62 47.4294 0.0516126 0.00244522 0.00195694
-1.2 -273.584 75939.6 1091.49 227.987 0.0555523 0.0555523 1026 61.7581 3867.32 53.2576 0.0601931 0.00244522 0.00195694
-1.25 -338.236 115777 1373.66 270.589 0.065933 0.065933 1026 72.8047 5361.59 61.0712 0.0709597 0.00244522 0.00195694
-1.3 -408.995 168951 1674.98 314.611 0.0766596 0.0766596 1026 84.1185 7144.05 68.1147 0.0819869 0.00244522 0.00195694
-1.35 -500.889 252950 2060.36 371.029 0.0904066 0.0904066 1026 98.6322 9805.44 77.137 0.0961327 0.00244522 0.00195694
-1.4 -601.15 363862 2481.2 429.393 0.104628 0.104628 1026 113.545 12978 85.5835 0.110667 0.00244522 0.00195694
-1.45 -718.743 519520 2927.92 495.685 0.120781 0.120781 1026 130.418 17102 93.2246 0.127113 0.00244522 0.00195694
-1.5 -860.613 744158 3503.49 573.742 0.139801 0.139801 1026 150.286 22689.2 103.406 0.146477 0.00244522 0.00195694
-1.55 -1013.58 1.03143e+06 4080.01 653.924 0.159338 0.159338 1026 170.577 29208.6 111.994 0.166255 0.00244522 0.00195694
-1.6 -1186.24 1.41188e+06 4724.65 741.398 0.180653 0.180653 1026 192.655 37237.1 120.994 0.187773 0.00244522 0.00195694
-1.65 -1381.46 1.91386e+06 5421.35 837.251 0.204009 0.204009 1026 216.82 47140.9 129.878 0.211326 0.00244522 0.00195694
-1.7 -1604.62 2.58058e+06 5793.81 943.891 0.229993 0.229993 1026 243.659 59499.7 129.842 0.237485 0.00244522 0.00195694
-1.75 -1830.57 3.35769e+06 6708.34 1046.04 0.254883 0.254883 1026 269.246 72634.6 141.277 0.262423 0.00244522 0.00195694
-1.8 -2087.49 4.36501e+06 7395.68 1159.72 0.282582 0.282582 1026 297.715 88780.9 146.627 0.290171 0.00244522 0.00195694
-1.85 -2349.9 5.53008e+06 8065 1270.21 0.309507 0.309507 1026 325.302 105972 150.7 0.317058 0.00244522 0.00195694
-1.9 -2645.1 7.00521e+06 8633.62 1392.16 0.33922 0.33922 1026 355.748 126709 152.345 0.346733 0.00244522 0.00195694
-1.95 -2943.14 8.67078e+06 8687.03 1509.3 0.367764 0.367764 1026 384.91 148300 144.899 0.375156 0.00244522 0.00195694
-2 -3240.91 1.05131e+07 9629.37 1620.45 0.394848 0.394848 1026 412.502 170310 152.269 0.402049 0.00244522 0.00195694
-2.05 -3569.23 1.27499e+07 10483.3 1741.09 0.424241 0.424241 1026 442.475 195942 157.68 0.431262 0.00244522 0.00195694
-2.1 -3900.08 1.52212e+07 10537.7 1857.18 0.45253 0.45253 1026 471.27 222246 150.361 0.459328 0.00244522 0.00195694
-2.15 -4247.97 1.80563e+07 11032.1 1975.8 0.481432 0.481432 1026 500.678 250829 149.991 0.487991 0.00244522 0.00195694
-2.2 -4589.76 2.10774e+07 11526 2086.25 0.508346 0.508346 1026 528.017 278952 149.331 0.514637 0.00244522 0.00195694
-2.25 -4936.34 2.43785e+07 11073.1 2193.93 0.534583 0.534583 1026 554.639 307761 136.877 0.540584 0.00244522 0.00195694
-2.3 -5271.61 2.78007e+07 10834.1 2292.01 0.558481 0.558481 1026 578.83 335173 128.002 0.564162 0.00244522 0.00195694
-2.35 -5637.72 3.17956e+07 11659.3 2399.03 0.584559 0.584559 1026 605.292 366510 131.714 0.589953 0.00244522 0.00195694
-2.4 -5995.24 3.59548e+07 11799.7 2498.02 0.608679 0.608679 1026 629.734 396693 127.647 0.613776 0.00244522 0.00195694
-2.45 -6331.11 4.00948e+07 11865.4 2584.13 0.62966 0.62966 1026 650.932 423835 123.097 0.634437 0.00244522 0.00195694
-2.5 -6697.87 4.48732e+07 11743.5 2679.15 0.652814 0.652814 1026 674.392 454921 116.845 0.657302 0.00244522 0.00195694
-2.55 -7057.05 4.98147e+07 12770.3 2767.47 0.674335 0.674335 1026 696.176 484784 122.222 0.678534 0.00244522 0.00195694
-2.6 -7397.92 5.47426e+07 13381.9 2845.35 0.693312 0.693312 1026 715.355 511856 123.162 0.697227 0.00244522 0.00195694
-2.65 -7731.01 5.97807e+07 12119.7 2917.36 0.710858 0.710858 1026 733.08 537514 107.149 0.714503 0.00244522 0.00195694
-2.7 -8085.04 6.538e+07 12164.7 2994.46 0.729644 0.729644 1026 752.093 565748 103.591 0.733034 0.00244522 0.00195694
-2.75 -8413.8 7.08047e+07 12674.6 3059.56 0.745508 0.745508 1026 768.108 590094 104.093 0.748643 0.00244522 0.00195694
-2.8 -8761.22 7.67698e+07 10786 3129.01 0.762429 0.762429 1026 785.232 616675 85.2617 0.765333 0.00244522 0.00195694
-2.85 -9070.74 8.22902e+07 11926.6 3182.72 0.775515 0.775515 1026 798.425 637573 91.0774 0.778192 0.00244522 0.00195694
-2.9 -9403.85 8.84438e+07 11475.9 3242.71 0.790133 0.790133 1026 813.209 661393 84.58 0.792601 0.00244522 0.00195694
-2.95 -9720.48 9.44992e+07 11561.5 3295.08 0.802894 0.802894 1026 826.108 682536 82.3768 0.805173 0.00244522 0.00195694
-3 -10033.7 1.00689e+08 13788 3344.57 0.814953 0.814953 1026 838.29 702826 95.2654 0.817047 0.00244522 0.00195694
-4 -15578.9 2.42746e+08 43052.6 3894.73 0.949009 0.949009 1026 974.037 948915 168.176 0.949353 0.00244522 0.00195694
-6 -24234.5 5.87533e+08 219786 4039.09 0.984184 0.984184 1026 1009.78 1.02004e+06 381.544 0.984191 0.00244522 0.00195694
-8 -32388 1.04939e+09 415208 4048.49 0.986475 0.986475 1026 1012.12 1.0248e+06 405.453 0.986476 0.00244522 0.00195694
