-0.01 -0.0209144 0.00106699 0.000629578 2.09144 0.00050961 0.00101922 513 0.782505 1.39206 0.779751 0.00152535 0.00146675 0.00097847
-0.05 -0.116223 0.0311109 0.0176031 2.32446 0.000566389 0.00113278 513 0.86114 1.60112 0.859558 0.00167864 0.00146675 0.00097847
-0.1 -0.272185 0.157951 0.083867 2.72185 0.000663218 0.00132644 513 0.98807 1.95707 0.980788 0.00192606 0.00146675 0.00097847
-0.15 -0.474991 0.448086 0.22247 3.16661 0.00077159 0.00154318 513 1.13255 2.40812 1.12545 0.0022077 0.00146675 0.00097847
-0.2 -0.746055 1.02918 0.472578 3.73027 0.000908936 0.00181787 513 1.30873 3.01198 1.29921 0.00255112 0.00146675 0.00097847
-0.25 -1.08272 2.04425 0.871978 4.33086 0.00105528 0.00211056 513 1.49317 3.7109 1.48135 0.00291065 0.00146675 0.00097847
-0.3 -1.5548 3.94175 1.52435 5.18267 0.00126283 0.00252567 513 1.75864 4.83944 1.74663 0.00342815 0.00146675 0.00097847
-0.35 -2.10195 6.8577 2.43951 6.00556 0.00146334 0.00292669 513 2.00424 6.00848 1.9915 0.0039069 0.00146675 0.00097847
-0.4 -2.86359 12.0462 3.84611 7.15896 0.00174439 0.00348877 513 2.34998 7.85729 2.33486 0.00458087 0.00146675 0.00097847
-0.45 -3.85541 20.7244 5.86017 8.56758 0.00208762 0.00417523 513 2.76311 10.3654 2.73069 0.00538617 0.00146675 0.00097847
-0.5 -4.98224 33.3498 8.52704 9.96449 0.00242799 0.00485599 513 3.16668 13.1615 3.13363 0.00617286 0.00146675 0.00097847
-0.55 -6.58026 55.8232 12.5234 11.9641 0.00291523 0.00583046 513 3.74195 17.7032 3.70101 0.00729425 0.00146675 0.00097847
-0.6 -8.49446 90.0034 17.8475 14.1574 0.00344967 0.00689933 513 4.36471 23.3688 4.3182 0.0085082 0.00146675 0.00097847
-0.65 -10.9897 145.881 25.108 16.9072 0.00411969 0.00823938 513 5.13617 31.4406 5.06032 0.010012 0.00146675 0.00097847
-0.7 -14.148 235.252 35.0861 20.2114 0.00492481 0.00984962 513 6.05933 42.6749 5.95945 0.0118116 0.00146675 0.00097847
-0.75 -18.0947 375.487 48.0681 24.1263 0.00587873 0.0117575 513 7.13813 57.9076 6.95473 0.0139145 0.00146675 0.00097847
-0.8 -22.9204 591.174 65.8283 28.6505 0.00698112 0.0139622 513 8.36986 78.2308 8.17632 0.0163155 0.00146675 0.00097847
